time_min,time_hr,vol_base_geom_m3,mass_base_kg,mass_top_kg,cum_entrained_kg,cum_stripped_kg,cum_base_loss_kg,max_ppm_z,p95_ppm_z,area_danger_km2,area_lethal_km2,pop_danger,pop_lethal,expected_fatalities,max_flow_speed_mps,mean_exposure_min,max_exposure_min,max_Pdeath
0.0,0.0,29263077376.0,51876753408.0,314853376.0,314853466.09375,0.0,31485147.26504964,1000000.0,420.0,260.5625,258.9375,105917.71875,105652.0234375,105600.546875,20.819875717163086,0.025004485622048378,3.0,1.0
5.0,0.08333333333333333,29199429632.0,51373314048.0,624496768.0,624497395.1875,0.0,62449344.028983615,1000000.0,420.0,520.1875,514.25,105068.53125,102306.625,102201.828125,28.60803985595703,0.11414129287004471,9.0,1.0
10.0,0.16666666666666666,29164036096.0,50990546944.0,931561216.0,931562882.875,0.0,93155698.25913116,1000000.0,420.0,718.375,710.75,86870.53125,84545.1875,84465.703125,29.856576919555664,0.24323144555091858,15.0,1.0
15.0,0.25,29139816448.0,50639552512.0,1236440448.0,1236445478.03125,0.0,123643764.58042873,1000000.0,420.0,812.5625,804.3125,83149.421875,79720.5703125,79840.140625,30.357664108276367,0.3214631676673889,18.0,1.0
20.0,0.3333333333333333,29121918976.0,50300252160.0,1539250816.0,1539261856.0625,0.0,153925210.6160057,1000000.0,420.0,984.125,973.6875,75572.5625,71803.03125,72134.6171875,30.569961547851562,0.5031704306602478,24.0,1.0
25.0,0.4166666666666667,29108099072.0,49967513600.0,1840046848.0,1840063679.625,0.0,184005202.40439895,1000000.0,420.0,1135.5,1123.0625,70378.671875,66140.203125,66632.0546875,30.693336486816406,0.714948832988739,30.0,1.0
30.0,0.5,29097316352.0,49638584320.0,2138856448.0,2138881536.0,0.0,213886798.75484157,1000000.0,420.0,1202.3125,1189.5625,69234.4140625,65455.640625,65844.5234375,30.77007484436035,0.8308368921279907,33.0,1.0
35.0,0.5833333333333334,29088894976.0,49312186368.0,2435696896.0,2435733514.25,0.0,243571808.61909133,1000000.0,420.0,1320.375,1306.5625,70239.8046875,64428.484375,65186.9296875,30.8171443939209,1.0798349380493164,39.0,1.0
40.0,0.6666666666666666,29082406912.0,48988028928.0,2730585088.0,2730634120.125,0.0,273061682.2988944,1000000.0,420.0,1418.375,1402.875,73691.0390625,67034.3984375,67570.375,30.81610107421875,1.3484357595443726,45.0,1.0
45.0,0.75,29077499904.0,48666095616.0,3023533824.0,3023596313.3125,0.0,302357715.89234436,1000000.0,420.0,1459.0,1443.9375,75268.21875,68839.046875,69282.375,30.8408145904541,1.488903522491455,48.0,1.0
50.0,0.8333333333333334,29073831936.0,48346148864.0,3314555392.0,3314633048.4375,0.0,331461205.03561515,1000000.0,4318.33349609375,1529.5625,1513.5,78852.8203125,71704.4375,72755.5625,30.84455680847168,1.7800382375717163,54.0,1.0
